booking_id,customer_email,trek_location,package_duration_days,difficulty_level,booking_date,season,price_per_person,group_size,total_amount,cancellation_status,number_of_people_cancelled,customer_age,customer_city
476,user476@gmail.com,Sandakphu,6,Difficult,09-04-2024,Moderate,15000,2,30000,Completed,0,24,Bangalore
477,user477@gmail.com,Kedarkantha,7,Moderate,23-01-2024,Peak,16800,4,67200,Cancelled - Full Refund,4,41,Delhi
478,user478@gmail.com,Sandakphu,6,Difficult,04-10-2024,Peak,18000,4,72000,Completed,0,53,Pune
479,user479@gmail.com,Valley of Flowers,6,Moderate,25-11-2024,Peak,15600,6,93600,Cancelled - Full Refund,6,34,Bangalore
480,user480@gmail.com,Valley of Flowers,6,Moderate,09-11-2023,Peak,15600,2,31200,Completed,0,40,Mumbai
481,user481@gmail.com,Triund,2,Easy,04-04-2024,Moderate,4000,3,12000,Completed,0,18,Chennai
482,user482@gmail.com,Kedarkantha,7,Moderate,09-11-2025,Peak,16800,4,67200,Completed,0,42,Hyderabad
483,user483@gmail.com,Triund,2,Easy,07-01-2025,Peak,4800,2,9600,Completed,0,44,Delhi
484,user484@gmail.com,Sandakphu,6,Difficult,05-02-2024,Peak,18000,3,54000,Completed,0,47,Mumbai
485,user485@gmail.com,Triund,2,Easy,09-10-2025,Peak,4800,1,4800,Completed,0,55,Pune
486,user486@gmail.com,Hampi,5,Easy,24-02-2024,Peak,10800,6,64800,Completed,0,43,Chennai
487,user487@gmail.com,Hampta Pass,5,Moderate,07-10-2023,Peak,14400,2,28800,Completed,0,40,Delhi
488,user488@gmail.com,Sandakphu,6,Difficult,26-06-2023,Off,12750,2,25500,Completed,0,45,Pune
489,user489@gmail.com,Triund,2,Easy,22-02-2025,Peak,4800,1,4800,Completed,0,26,Pune
490,user490@gmail.com,Hampi,5,Easy,20-09-2024,Moderate,9000,1,9000,Completed,0,38,Chennai
491,user491@gmail.com,Sandakphu,6,Difficult,23-05-2023,Moderate,15000,3,45000,Completed,0,52,Hyderabad
492,user492@gmail.com,Triund,2,Easy,05-10-2024,Peak,4800,4,19200,Completed,0,36,Delhi
493,user493@gmail.com,Kedarkantha,7,Moderate,09-10-2024,Peak,16800,2,33600,Completed,0,29,Delhi
494,user494@gmail.com,Kedarkantha,7,Moderate,28-07-2025,Off,11900,1,11900,Completed,0,46,Delhi
495,user495@gmail.com,Hampi,5,Easy,11-08-2024,Off,7650,2,15300,Completed,0,23,Pune
496,user496@gmail.com,Hampi,5,Easy,26-03-2025,Moderate,9000,6,54000,Completed,0,52,Hyderabad
497,user497@gmail.com,Triund,2,Easy,01-12-2024,Peak,4800,2,9600,Completed,0,27,Delhi
498,user498@gmail.com,Hampta Pass,5,Moderate,21-08-2024,Off,10200,4,40800,Completed,0,28,Hyderabad
499,user499@gmail.com,Hampi,5,Easy,08-05-2025,Moderate,9000,3,27000,Completed,0,21,Mumbai
500,user500@gmail.com,Hampi,5,Easy,25-04-2024,Moderate,9000,4,36000,Completed,0,54,Pune
